,CAS,CAS_primary,CFR,CODEX ALIMENTARIUS (GSFA),DEA NO.,DRUG BANK,ECHA (EC/EINECS),EMA ASSESSMENT REPORTS,EPA PESTICIDE CODE,EVMPD,"Food Contact Sustance Notif, (FCN No.)",INN,IUPHAR,JECFA EVALUATION,JECFA MONOGRAPH,LIVERTOX,MERCK INDEX,MESH,NCI_THESAURUS,NDF-RT,RXCUI,UNII,WHO INTERNATIONAL PHARMACPOEIA,WHO-ATC,WHO-ESSENTIAL MEDICINES LIST,WHO-VATC,WIKIPEDIA,mixture_UNII,names,preferred_names,substanceClass,uuid,PT_from_unii,RN_from_unii,EC_from_unii,NCIT_from_unii,RXCUI_from_unii,ITIS_from_unii,NCBI_from_unii,PLANTS_from_unii,GRIN_from_unii,INN_ID_from_unii,MF_from_unii,INCHIKEY_from_unii,SMILES_from_unii,UNII_TYPE_from_unii,qid_cas,qid_unii,inchikey_from_wd,inchikey
4739,220178-94-9,220178-94-9,,,,,,,,,,,,,,,,,,,,W9J20F451F,,,,,,,"F-9775A|BENZO(B)CYCLOPENT(2,3)INDENO(4,5-E)(1,4)DIOXIN-6,8,9(8AH)-TRIONE, 11A,11B-DIHYDRO-4,7,8A-TRIHYDROXY-2,11,11B-TRIMETHYL-",F-9775A,chemical,1624b205-0ca6-47eb-8d15-8588ebce0958,F-9775A,220178-94-9,,,,,,,,,C21H16O8,,Cc1cc(c2c(c1)OC3=C(O2)C(=O)C(=C4C3(C5C(=CC(=O)C5(C4=O)O)C)C)O)O,INGREDIENT SUBSTANCE,,,,
4791,64813-79-2,64813-79-2,,,,,,,,,,,,,,,M1649,,,,,QE9HO4LN0U,,,,,,,"AMBROSIN, (+/-)-|AZULENO(4,5-B)FURAN-2,9-DIONE, 3,3A,4,5,6,6A,9A,9B-OCTAHYDRO-6,9A-DIMETHYL-3-METHYLENE-, (3AS,6S,6AR,9AR,9BR)-REL-|(+/-)-AMBROSIN|AMBROSIN (+/-)-FORM","AMBROSIN, (+/-)-",chemical,165de6dc-5630-4c63-aadf-298d941448f1,"AMBROSIN, (+/-)-",64813-79-2,,,,,,,,,C15H18O3,,C[C@H]1CC[C@@H]2[C@H]([C@]3([C@H]1C=CC3=O)C)OC(=O)C2=C,INGREDIENT SUBSTANCE,,,,
4828,18916-17-1,18916-17-1,,,,,,,,,,,,,,,,C005274,,,,7233QDO0QW,,,,,NARINGIN DIHYDROCHALCONE,,"NARINGIN DIHYDROCHALCONE|1-PROPANONE, 1-(4-((2-O-(6-DEOXY-.ALPHA.-L-MANNOPYRANOSYL)-.BETA.-D-GLUCOPYRANOSYL)OXY)-2,6-DIHYDROXYPHENYL)-3-(4-HYDROXYPHENYL)-|GLUCOPYRANOSIDE, 3,5-DIHYDROXY-4-(P-HYDROXYHYDROCINNAMOYL)PHENYL 2-O-(6-DEOXY-.ALPHA.-L-MANNOPYRANOSYL)-, .BETA.-D-|PHLORETIN, 4'-(2-O-.ALPHA.-L-RHAMNO-.BETA.-D-GLUCOPYRANOSIDE)|FEMA NO. 4495",NARINGIN DIHYDROCHALCONE,chemical,167a2fe4-7ba6-42d6-8fbe-bd039f5a5352,NARINGIN DIHYDROCHALCONE,18916-17-1,,,,,,,,,C27H34O14,CWBZAESOUBENAP-QVNVHUMTSA-N,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2Oc3cc(c(c(c3)O)C(=O)CCc4ccc(cc4)O)O)CO)O)O)O)O)O,INGREDIENT SUBSTANCE,Q3336096,Q3336096,CWBZAESOUBENAP-UEOJRISESA-N,
4858,13938-94-8|16353-77-8,16353-77-8,,,,,,,,,,,,,,,M3089,,,,,84NQM9263V,,,,,,,"CIS-RHCL(CO)(PPH3)2|CARBONYLCHLOROBIS(TRIPHENYLPHOSPHINE)RHODIUM(I), CIS-|CIS-RHODIUM CARBONYL BIS(TRIPHENYLPHOSPHINE) CHLORIDE|RHODIUM, CARBONYLCHLOROBIS(TRIPHENYLPHOSPHINE)-, (SP-4-2)-|RHODIUM, CARBONYLCHLOROBIS(TRIPHENYLPHOSPHINE)-, CIS-|TRANS-CARBONYLCHLOROBIS(TRIPHENYLPHOSPHINE)RHODIUM(I) CIS-FORM","CARBONYLCHLOROBIS(TRIPHENYLPHOSPHINE)RHODIUM(I), CIS-",chemical,169e7ed7-def2-4493-808b-1724b6b311a6,"CARBONYLCHLOROBIS(TRIPHENYLPHOSPHINE)RHODIUM(I), CIS-",16353-77-8,,,,,,,,,2C18H15P.CO.Cl.Rh,,[C-]#[O+].c1ccc(cc1)P(c2ccccc2)c3ccccc3.c1ccc(cc1)P(c2ccccc2)c3ccccc3.[Cl-].[Rh+],INGREDIENT SUBSTANCE,,,,
4944,14358-43-1,14358-43-1,,,,,,,,,,,,,,,M4144,,,,,B4O7C9XKP1,,,,,,,"DEHYDROEMETINE DIHYDROCHLORIDE, (+/-)-|4H-BENZO(A)QUINOLIZINE, 3-ETHYL-1,6,7,11B-TETRAHYDRO-9,10-DIMETHOXY-2-(((1R)-1,2,3,4-TETRAHYDRO-6,7-DIMETHOXY-1-ISOQUINOLINYL)METHYL)-, HYDROCHLORIDE (1:2), (11BS)-REL-|(+/-)-2,3-DEHYDROEMETINE DIHYDROCHLORIDE|MEBADIN|DEHYDROEMETINE (+/-)-FORM DIHYDROCHLORIDE","DEHYDROEMETINE DIHYDROCHLORIDE, (+/-)-",chemical,1700a70d-b7c0-4652-8e08-ecdb9a04cfc6,"DEHYDROEMETINE DIHYDROCHLORIDE, (+/-)-",14358-43-1,,,,,,,,,C29H38N2O4.2ClH,,CCC1=C(C[C@H]2c3cc(c(cc3CCN2C1)OC)OC)C[C@@H]4c5cc(c(cc5CCN4)OC)OC.Cl.Cl,INGREDIENT SUBSTANCE,,,,
4948,10026-12-7,10026-12-7,,,,,233-059-8,,,,,,,,,,M7913,,,,,9S1BC7865F,,,,,,,NIOBIUM PENTACHLORIDE|NIOBIUM CHLORIDE (NBCL5)|NIOBIUM(V) CHLORIDE,NIOBIUM PENTACHLORIDE,chemical,17061a56-feaa-4d38-8aaf-f398fd1be52a,NIOBIUM PENTACHLORIDE,10026-12-7,233-059-8,,,,,,,,5Cl.Nd,WKUXXYBUHZRXAH-UHFFFAOYSA-I,[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Nd+5],INGREDIENT SUBSTANCE,Q417510,Q417510,YHBDIEWMOMLKOO-UHFFFAOYSA-I,
4956,189940-24-7,189940-24-7,,,,,,,,,,8410.0,,,,,,,C83653,,,0RB5T277IY,,,,,,,"DAXALIPRAM|(5R)-5-(4-METHOXY-3-PROPOXYPHENYL)-5-METHYL-1,3-OXAZOLIDIN-2-ONE|داكساليبرام|daxalipram|daxalipramum|达沙普兰|daxalipram|даксалипрам",DAXALIPRAM,chemical,170af246-6cbe-4379-8aa6-6878b937784c,DAXALIPRAM,189940-24-7,,C83653,,,,,,8410.0,C14H19NO4,PCCPERGCFKIYIS-AWEZNQCLSA-N,CCCOc1cc(ccc1OC)[C@@]2(CNC(=O)O2)C,INGREDIENT SUBSTANCE,Q1178948,Q1178948,PCCPERGCFKIYIS-UHFFFAOYSA-N,
4960,67287-95-0,67287-95-0,,,,,,,,,,,,,,,,,,,,7NB1Z2NM8O,,,,,,,"1H-3-BENZAZEPINE-7,8-DIOL, 6-CHLORO-2,3,4,5-TETRAHYDRO-3-METHYL-1-(3-METHYLPHENYL)-, HYDROBROMIDE (1:1)|1H-3-BENZAZEPINE-7,8-DIOL, 6-CHLORO-2,3,4,5-TETRAHYDRO-3-METHYL-1-(3-METHYLPHENYL)-, HYDROBROMIDE|SKF-83959 HYDROBROMIDE|6-CHLORO-2,3,4,5-TETRAHYDRO-3-METHYL-1-(3-METHYLPHENYL)-1H-3-BENZAZEPINE-7,8-DIOL HYDROBROMIDE",SKF-83959 HYDROBROMIDE,chemical,1710fe9a-fd96-43c4-a25c-a16395707a51,SKF-83959 HYDROBROMIDE,67287-95-0,,,,,,,,,C18H20ClNO2.BrH,,Cc1cccc(c1)C2CN(CCc3c2cc(c(c3Cl)O)O)C.Br,INGREDIENT SUBSTANCE,,,,
4965,120583-70-2,120583-70-2,,,,,,,,,,,,,,,,,,,,ZUV4B00D9P,,,,,,,"LUMEFANTRINE, (+)-|9H-FLUORENE-4-METHANOL, 2,7-DICHLORO-9-((4-CHLOROPHENYL)METHYLENE)-.ALPHA.-((DIBUTYLAMINO)METHYL)-, (9Z)-(+)-|9H-FLUORENE-4-METHANOL, 2,7-DICHLORO-9-((4-CHLOROPHENYL)METHYLENE)-.ALPHA.-((DIBUTYLAMINO)METHYL)-, (Z)-(+)-|D-BENFLUMELOL","LUMEFANTRINE, (+)-",chemical,171d1152-21bb-4a2d-bc37-1a04d8bf95ad,"LUMEFANTRINE, (+)-",120583-70-2,,,,,,,,,C30H32Cl3NO,,CCCCN(CCCC)CC(c1cc(cc\2c1-c3ccc(cc3/C2=C/c4ccc(cc4)Cl)Cl)Cl)O,INGREDIENT SUBSTANCE,,,,
4998,52300-99-9|36637-19-1,36637-19-1,,,,,253-144-3,,,,,,,,,,M5181,,C77325,,227221,G6N3B3U8E6,,,,,,,"ETIDOCAINE HYDROCHLORIDE|BUTANAMIDE, N-(2,6-DIMETHYLPHENYL)-2-(ETHYLPROPYLAMINO)-, (+/-)-, MONOHYDROCHLORIDE|DURANEST|W-19053|ETIDOCAINE HCL|BUTANAMIDE, N-(2,6-DIMETHYLPHENYL)-2-(ETHYLPROPYLAMINO)-, HYDROCHLORIDE (1:1)|BUTANAMIDE, N-(2,6-DIMETHYLPHENYL)-2-(ETHYLPROPYLAMINO)-, MONOHYDROCHLORIDE|DURANEST HYDROCHLORIDE",ETIDOCAINE HYDROCHLORIDE,chemical,173be1d7-957c-43e5-8ac2-937e0cdd085c,ETIDOCAINE HYDROCHLORIDE,36637-19-1,253-144-3,C77325,227221.0,,,,,,C17H28N2O.ClH,,CCCN(CC)C(CC)C(=O)Nc1c(cccc1C)C.Cl,INGREDIENT SUBSTANCE,,,,
5014,12030-24-9,12030-24-9,,,,,234-742-3,,,,,,,,,,,,,,,N0U96UKW4A,,,,,,,INDIUM SULFIDE|INDIUM SULFIDE (IN2S3)|DIINDIUM TRISULFIDE,INDIUM SULFIDE,chemical,17549c78-0780-4f36-9dad-37e2f61a61e4,INDIUM SULFIDE,12030-24-9,234-742-3,,,,,,,,2In.3S,SIXIBASSFIFHDK-UHFFFAOYSA-N,[S-2].[S-2].[S-2].[In+3].[In+3],INGREDIENT SUBSTANCE,Q421215,Q421215,ZOMNDSJRWSNDFL-UHFFFAOYSA-N,
5017,362524-23-0,362524-23-0,,,,,,,,,,,,,,,M9087,,,,,ZW0P1P8U1D,,,,,,,"P-PHOS, (S)-|3,3'-BIPYRIDINE, 4,4'-BIS(DIPHENYLPHOSPHINO)-2,2',6,6'-TETRAMETHOXY-, (3S)-|(S)-2,2',6,6'-TETRAMETHOXY-4,4'-BIS(DIPHENYLPHOSPHINO)-3,3'-BIPYRIDINE|P-PHOS LIGANDS, (S)-P-PHOS-|(S)-P-PHOS","P-PHOS, (S)-",chemical,1755a27c-9eaa-44ee-a6f6-80e2234d37c7,"P-PHOS, (S)-",362524-23-0,,,,,,,,,C38H34N2O4P2,,COc1cc(c(c(n1)OC)c2c(cc(nc2OC)OC)P(c3ccccc3)c4ccccc4)P(c5ccccc5)c6ccccc6,INGREDIENT SUBSTANCE,,,,
5038,22232-64-0|115362-28-2,115362-28-2,,,,,,,,,,,,,,,,,,,,3D416V0FLM,,,,,,,"CYCLOHEXANOL, 2-(4-PHENYL-1-PIPERIDINYL)-, (1R,2R)-REL-|CYCLOHEXANOL, 2-(4-PHENYL-1-PIPERIDINYL)-, TRANS-(+/-)-|REL-(1R,2R)-2-(4-PHENYL-1-PIPERIDINYL)CYCLOHEXANOL|CYCLOHEXANOL, 2-(4-PHENYL-1-PIPERIDINYL)-, TRANS-|VESAMICOL|2-(4-PHENYLPIPERIDIN-1-YL)CYCLOHEXAN-1-OL|AH-5183|VESAMICOL, (+/-)-|AH5183","VESAMICOL, (+/-)-",chemical,177273f1-32d1-42bd-9ce6-afedb4638f79,"VESAMICOL, (+/-)-",115362-28-2,,,,,,,,,C17H25NO,,c1ccc(cc1)C2CCN(CC2)[C@@H]3CCCC[C@H]3O,INGREDIENT SUBSTANCE,,Q7923143,,
5119,87-96-7|2438-80-4,2438-80-4,,,,,219-452-7|201-785-4,,,,,,,,,,M5578,D005643,,,,28RYY2IV3F,,,,,FUCOSE,,"6-DEOXY-L-GALACTOSE|FUCOSE, L-|(-)-FUCOSE|L-(-)-FUCOSE|L-FUCOSE|L-GALACTOMETHYLOSE|FUCOSE",FUCOSE,chemical,17d1846d-604f-4d05-abcd-295f9e3ff174,FUCOSE,2438-80-4,219-452-7,,,,,,,,C6H12O5,PNNNRSAQSRJVSB-KCDKBNATSA-N,C[C@@H]([C@H]([C@H]([C@@H](C=O)O)O)O)O,INGREDIENT SUBSTANCE,Q409082,Q409082,SHZGCJCMOBCMKK-DHVFOXMCSA-N,
5184,58735-64-1,58735-64-1,,,,,,,,,,,,,,,,C012536,,,,4VW6U94XFK,,,,,ROQUEFORTINE C,,"ROQUEFORTINE|2H-PYRAZINO(1',2':1,5)PYRROLO(2,3-B)INDOLE-1,4(3H,5AH)-DIONE, 10B-(1,1-DIMETHYL-2-PROPEN-1-YL)-6,10B,11,11A-TETRAHYDRO-3-(1H-IMIDAZOL-5-YLMETHYLENE)-, (3E,5AS,10BR,11AS)-|2H-PYRAZINO(1',2':1,5)PYRROLO(2,3-B)INDOLE-1,4(3H,5AH)-DIONE, 10B-(1,1-DIMETHYL-2-PROPENYL)-6,10B,11,11A-TETRAHYDRO-3-(1H-IMIDAZOL-4-YLMETHYLENE)-, (3E,5AS,10BR,11AS)-|(-)-ROQUEFORTINE C|NSC-292134|ROQUEFORTIN|ROQUEFORTINE C",ROQUEFORTINE C,chemical,18281d6e-728c-4509-8900-01b25625229a,ROQUEFORTINE C,58735-64-1,,,,,,,,,C22H23N5O2,SPWSUFUPTSJWNG-JJUKSXGLSA-N,CC(C)(C=C)[C@@]12C[C@H]3C(=O)N/C(=C/c4c[nH]cn4)/C(=O)N3[C@@H]1Nc5c2cccc5,INGREDIENT SUBSTANCE,Q7366803,Q7366803,SPWSUFUPTSJWNG-SXGWCWSVSA-N,
5247,116861-00-8,116861-00-8,,,,,,,,SUB08304MIG,,6208.0,,,,,,,C65968,,,2TP37O5J17,,,,,,,"ISAMOLTAN|(+/-)-1-(ISOPROPYLAMINO)-3-(O-PYRROL-1-YLPHENOXY)-2-PROPANOL|2-PROPANOL, 1-((1-METHYLETHYL)AMINO)-3-(2-(1H-PYRROL-1-YL)PHENOXY)-|(+/-)-ISAMOLTANE|إيسامولتان|isamoltan|isamoltanum|艾沙莫坦|isamoltán|исамолтан",ISAMOLTAN,chemical,1866b78a-18d0-4be7-b98e-53c1af5634ad,ISAMOLTAN,116861-00-8,,C65968,,,,,,6208.0,C16H22N2O2,,CC(C)NCC(COc1ccccc1n2cccc2)O,INGREDIENT SUBSTANCE,,,,
5250,3187-47-1,3187-47-1,,,,,,,,,,,,,,,,,,,,N4PE9U3RE5,,,,,,,"6H-(1,3)DIOXOLO(5,6)BENZOFURO(3,2-C)(1)BENZOPYRAN-6A(12AH)-OL, 3-METHOXY-, (6AR,12AR)-REL-|6H-(1,3)DIOXOLO(5,6)BENZOFURO(3,2-C)(1)BENZOPYRAN-6A(12AH)-OL, 3-METHOXY-, CIS-(+/-)-|(+/-)-PISATIN|PISATIN, (+/-)-","PISATIN, (+/-)-",chemical,186d2c08-e8bc-4dfa-907e-a2f22660e4d5,"PISATIN, (+/-)-",3187-47-1,,,,,,,,,C17H14O6,,COc1ccc2c(c1)OC[C@@]3([C@H]2Oc4c3cc5c(c4)OCO5)O,INGREDIENT SUBSTANCE,Q21177050,,,
5262,122841-10-5,122841-10-5,,,,,,,,SUB07404MIG,,7171.0,,,,,M3203,C079769,C79420,,,0B50MLU3H1,,,,,CEFOSELIS,,"CEFOSELIS|(-)-5-AMINO-2-(((6R,7R)-7-(2-(2-AMINO-4-THIAZOLYL)GLYOXYLAMIDO)-2-CARBOXY-8-OXO-5-THIA-1-AZABICYCLO(4.2.0)OCT-2-EN-3-YL)METHYL)-1-(2-HYDROXYETHYL)PYRAZOLIUM HYDROXIDE, INNER SALT, 72-(Z)-(O-METHYLOXIME)|(-)-5-AMINO-2-(((6R,7R)-7-(2-(2-AMINO-4-THIAZOLYL)GLYOXYLAMIDO)-2-CARBOXY-8-OXO-5-THIA-1-AZABICYCLO(4.2.0)OCT-2-EN-3-YL)METHYL)-1-(2-HYDROXYETHYL)PYRAZOLIUM HYDROXIDE, INNER SALT, 7(SUP 2)-(Z)-(O-METHYLOXIME|سيفوسيليس|céfosélis|cefoselisum|头孢噻利|cefoselís|цефозелис",CEFOSELIS,chemical,187b4273-2564-478e-b4b2-904e26910e21,CEFOSELIS,122841-10-5,,C79420,,,,,,7171.0,C19H22N8O6S2,BHXLLRXDAYEMPP-SBGRAJFYSA-N,CO/N=C(/c1csc(n1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[n+]4ccc(n4CCO)N)C(=O)[O-],INGREDIENT SUBSTANCE,Q5057289,Q5057289,BHXLLRXDAYEMPP-AKZFGVKSSA-N,
5274,32809-16-8,32809-16-8,,,,,251-233-1,,129044,,,,,,,,M9152,C035988,,,,EC2FI67U2Y,,,,,PROCYMIDONE,,"S-7131|SUMISCLEX|KENOLEX|PROCILEX|PROCYMIDOR|S 7131|SALITHIEX|SIALEX|PROCYMIDONE|3-(3,5-DICHLOROPHENYL)-1,5-DIMETHYL-3-AZABICYCLO(3.1.0)HEXANE-2,4-DIONE|3-AZABICYCLO(3.1.0)HEXANE-2,4-DIONE, 3-(3,5-DICHLOROPHENYL)-1,5-DIMETHYL-|N-(3,5-DICHLOROPHENYL)-1,2-DIMETHYL-1,2-CYCLOPROPANEDICARBOXIMIDE|DICYCLIDINE|PROCYMIDOX|SUMILEX",PROCYMIDONE,chemical,1883f1b6-fb94-48c0-9885-4d288eeeb3a5,PROCYMIDONE,32809-16-8,251-233-1,,,,,,,,C13H11Cl2NO2,QXJKBPAVAHBARF-BETUJISGSA-N,C[C@]12C[C@]1(C(=O)N(C2=O)c3cc(cc(c3)Cl)Cl)C,INGREDIENT SUBSTANCE,Q416120,Q416120,QXJKBPAVAHBARF-UHFFFAOYSA-N,
5275,3012-65-5,3012-65-5,21 CFR 184.1140,,,,221-146-3,,,,,,,,,,M1779,,,,,N9BUG430K8,,,,,,,"AMMONIUM CITRATE, DIBASIC|2-HYDROXY-1,2,3-PROPANETRICARBOXYLIC ACID AMMONIUM SALT (1:2)|DIAMMONIUM CITRATE|AMMONIUM CITRICUM|1,2,3-PROPANETRICARBOXYLIC ACID, 2-HYDROXY-, DIAMMONIUM SALT|DIAMMONIUM HYDROGEN 2-HYDROXYPROPANE-1,2,3-TRICARBOXYLATE|DIAMMONIUM HYDROGEN CITRATE","AMMONIUM CITRATE, DIBASIC",chemical,1886aed7-9a47-4e36-9e73-f7f0da7da19e,"AMMONIUM CITRATE, DIBASIC",3012-65-5,221-146-3,,,,,,,,C6H5O7.H+.2H4N,,,INGREDIENT SUBSTANCE,Q27132361,Q3678337,,
5295,78995-14-9,78995-14-9,,,9831,,,,,,,,,,,,,,,,,Y8263089ZX,,,,,OHMEFENTANYL,,"IDS-NB-010(SECT.3)|OHMEFENTANYL|PROPANAMIDE, N-(1-(2-HYDROXY-2-PHENYLETHYL)-3-METHYL-4-PIPERIDINYL)-N-PHENYL-|F 7302|.BETA.-HYDROXY-3-METHYLFENTANYL|ACSCN-9831|N-(1-(2-HYDROXY-2- PHENETHYL)-3-METHYL-4-PIPERIDINYL)-N-PHENYLPROPANAMIDE|BETA-HYDROXY-3-METHYLFENTANYL|F-7302|N-(1-(.BETA.-HYDROXYPHENETHYL)-3-METHYL-4-PIPERIDYL)PROPIONANILIDE|IDS-NB-010",OHMEFENTANYL,chemical,18a6c94a-3ba8-4ac4-b8ea-8b31565d952e,OHMEFENTANYL,78995-14-9,,,,,,,,,C23H30N2O2,,CCC(=O)N(c1ccccc1)C2CCN(CC2C)CC(c3ccccc3)O,INGREDIENT SUBSTANCE,Q905028,,,
5353,1421945-02-9,1421945-02-9,,,,,,,,,,,,,,,,,,,,74171G1D1F,,,,,,,"FIMAPORFIN C|4,4'-(15,20-DIPHENYL-17,18-DIHYDRO- 21H,23H-PORPHINE-5,10-DIYL)BISBENZENESULFONIC ACID|BENZENESULFONIC ACID, 4,4'-(17,18-DIHYDRO-15,20-DIPHENYL-21H,23H-PORPHINE-5,10-DIYL)BIS-",FIMAPORFIN C,chemical,18e44cb0-d4e0-4e9d-96e9-2e4e3ca973ce,FIMAPORFIN C,1421945-02-9,,,,,,,,,C44H32N4O6S2,XGNHOEHKLYUCKL-JAAFTSFNSA-N,c1ccc(cc1)c2/c3ccc([nH]3)/c(c/4\nc(/c(c\5/cc/c(/[nH]5)c(/c6n\c2\CC6)\c7ccccc7)/c8ccc(cc8)S(=O)(=O)O)C=C4)/c9ccc(cc9)S(=O)(=O)O,INGREDIENT SUBSTANCE,Q27266217,Q27266217,YKWDYFPIFHWTQR-UHFFFAOYSA-N,
5360,73-04-1,73-04-1,,,,,,,,,,,,,,,M3784,,C967,,,59P84ZU54H,,,,,,,"ADENOSINE 5'-(TETRAHYDROGEN TRIPHOSPHATE), 3'-DEOXY-|CORDYCEPIN TRIPHOSPHATE|ADENOSINE, 3'-DEOXY-, 5'-(TETRAHYDROGEN TRIPHOSPHATE)|ADENOSINE, 3'-DEOXY-, 5'-TRIPHOSPHATE|3'-DEOXY-ATP|3'-DEOXYADENOSINE 5'-TRIPHOSPHATE|3'-DEOXYADENOSINE TRIPHOSPHATE|3'-DEOXYRIBOFURANOSYLADENINE 5'-TRIPHOSPHATE|CORDYCEPIN 5'-TRIPHOSPHATE|CORDYCEPIN, TRIPHOSPHATE",CORDYCEPIN TRIPHOSPHATE,chemical,18eed237-bee8-4ec1-8747-bb93e178c330,CORDYCEPIN TRIPHOSPHATE,73-04-1,,C967,,,,,,,C10H16N5O12P3,NLIHPCYXRYQPSD-BAJZRUMYSA-N,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H](C[C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)N,INGREDIENT SUBSTANCE,Q27092987,Q27092987,NLIHPCYXRYQPSD-VGIXGZPDSA-N,
5389,24818-79-9,24818-79-9,,,,,246-477-0,,,SUB12820MIG,,2780.0,,,,,M3641,,C79820,,,56203T2K2X,,C10AB03,,QC10AB03,ALUMINIUM CLOFIBRATE,,ALUMINUM CLOFIBRATE|BIS(2-(P-CHLOROPHENOXY)-2-METHYLPROPIONATO)HYDROXYALUMINUM|ALUMINIUM CLOFIBRATE|BIS(2-(P-CHLOROPHENOXY)-2-METHYLPROPIONATO)HYDROXYALUMINIUM|CLOFIBRIC ACID BASIC ALUMINUM SALT|كلوفيبرات ألومينيوم|clofibrate d'aluminium|aluminii clofibras|clofibrato de aluminio|алюминия клофибрат,ALUMINUM CLOFIBRATE,chemical,190d8d34-6ed8-4c4a-8e69-f412fb8e8659,ALUMINUM CLOFIBRATE,24818-79-9,246-477-0,C79820,,,,,,2780.0,2C10H10ClO3.Al.HO,USWVMPGQVYZHCA-UHFFFAOYSA-K,CC(C)(C(=O)[O-])Oc1ccc(cc1)Cl.CC(C)(C(=O)[O-])Oc1ccc(cc1)Cl.[OH-].[Al+3],INGREDIENT SUBSTANCE,Q4737376,Q4737376,QVVDROIWNCZMQS-UHFFFAOYSA-N,
5443,163253-01-8,163253-01-8,,,,,,,,,,,,,,,,,,,,I776TL060M,,,,,,,"HYDRODOLASETRON, R-(+)-|MDL-73405|DOLASETRON ACTIVE METABOLITE|R-(+)-HYDRODOLASETRON|1H-INDOLE-3-CARBOXYLIC ACID, OCTAHYDRO-3-HYDROXY-2,6-METHANO-2H-QUINOLIZIN-8-YL ESTER, (3R-(2.ALPHA.,3.ALPHA.,6.ALPHA.,8,.ALPHA.,9A.BETA.))-","HYDRODOLASETRON, R-(+)-",chemical,194a8209-951c-44b2-8aeb-b597fa564de2,"HYDRODOLASETRON, R-(+)-",163253-01-8,,,,,,,,,C19H22N2O3,MLWGAEVSWJXOQJ-ZWBJBQOGSA-N,c1ccc2c(c1)c(c[nH]2)C(=O)O[C@@H]3C[C@@H]4C[C@H]5CC(C3)N4C[C@@H]5O,INGREDIENT SUBSTANCE,Q27280530,Q27280530,MLWGAEVSWJXOQJ-IUQCQNARSA-N,
5450,68424-71-5,68424-71-5,,,,,,,,,,,,,,,,,,,,J817S53SLC,,,,,,,MAGNESIUM NAPHTHENATE,MAGNESIUM NAPHTHENATE,chemical,1950a4cf-638a-44bf-ad2a-7bdb6a4f0c88,MAGNESIUM NAPHTHENATE,68424-71-5,,,,,,,,,2C11H7O2.Mg,OFUAIAKLWWIPTC-UHFFFAOYSA-L,c1ccc2cc(ccc2c1)C(=O)[O-].c1ccc2cc(ccc2c1)C(=O)[O-].[Mg+2],INGREDIENT SUBSTANCE,Q27281332,Q27281332,PHESEXCOFVNNFP-UHFFFAOYSA-M,
5546,496-46-8,496-46-8,,,,,207-821-5,,,,,,,,,,M1358,C092018,,,,U9H2W4OS13,,,,,,,"GLYCOLURIL|TETRAHYDROIMIDAZO(4,5-D)IMIDAZOLE-2,5-(1H,3H)-DIONE|ACETYLENEUREA|ACETYLENE CARBAMIDE|ACETYLENEDIUREINE|GLYOXALDIUREINE|NSC-2765",ACETYLENEUREA,chemical,19adfdf2-5817-4308-ba16-a0ff18cea952,ACETYLENEUREA,496-46-8,207-821-5,,,,,,,,C4H6N4O2,VPVSTMAPERLKKM-XIXRPRMCSA-N,[C@@H]12NC(=O)N[C@@H]1NC(=O)N2,INGREDIENT SUBSTANCE,Q976874,Q976874,VPVSTMAPERLKKM-UHFFFAOYSA-N,
5593,59828-07-8|62929-91-3,62929-91-3,,,,,,,,,,,,,,,,,,,58918,4VD1BRT7T8,,,,,,,"PROCATEROL HYDROCHLORIDE|2(1H)-QUINOLINONE, 8-HYDROXY-5-(1-HYDROXY-2-((1-METHYLETHYL)AMINO)BUTYL)-, MONOHYDROCHLORIDE, (R*,S*), (+/-)-|(+/-)-ERYTHRO-8-HYDROXY-5-(1-HYDROXY-2-(ISOPROPYLAMINO)BUTYL)CARBOSTYRIL MONOHYDROCHLORIDE|CI-888|PRO-AIR",PROCATEROL HYDROCHLORIDE,chemical,19d1e31e-c5e8-4be9-bd46-9815d6f04007,PROCATEROL HYDROCHLORIDE,62929-91-3,,,58918.0,,,,,,C16H22N2O3.ClH,,CC[C@H]([C@H](c1ccc(c2c1ccc(=O)[nH]2)O)O)NC(C)C.Cl,INGREDIENT SUBSTANCE,,Q7247120,,
